Name,Price,Size,Age,Floors,Bedroom,City,Location,HouseType,Pattern,Tags,Environment,Url,CP_value
北屯區高質感電梯兩房☀️禁寵,28000,16.13,3.3,10,2,台中市,台中市北屯區熱河路二段/合勤璞真,電梯大廈,2房1廳1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0fdc4b280992102,0
佳潔愉快-北屯可租補全新電梯套房,13500,8,0,7,1,台中市,台中市北屯區后庄七街,透天厝,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=00abd1243917178,0
三民路三段★正一中商圈★獨洗曬,13000,10,0,8,1,台中市,台中市北區三民路三段,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b6e7825796515e,0
輕奢時尚分租套房,19000,11.5,0,3,1,桃園市,桃園市桃園區慈光街/慈光街114號華廈,華廈,1房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bd2ae280426644,0
金山路絕讚大五房,30000,74.21,0,3,5,台中市,台中市西區金山路,華廈,5房3廳4衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ded40280056779,0
近中國醫漂亮套房,8800,6.3,0,4,1,台中市,台中市北區梅川東路三段,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09c63328182855b,0
第二市場台水台電陽台木地板獨立套房,8866,12.54,30,6,1,台中市,台中市中區臺灣大道一段/大都會大廈,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=07848d291799871,0
可租補秒殺出租近火車站溫馨兩房,16000,20,27.1,20,2,桃園市,桃園市桃園區三民路三段/富甲天下,電梯大廈,2房2廳1衛 - 1陽台1廚房,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0958db28909655a,0
逢甲 獨洗曬大套房 家具齊全 可租補 附機車位,13000,8,0,10,1,台中市,台中市西屯區至善路/新人類,電梯大廈,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0eee92286210819,0
北屯十期大坪數豪宅,42000,54.96,13.5,2,3,台中市,台中市北屯區景賢二路,華廈,3房2廳3衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=020a88278093288,0
忠孝國小旁套房附新家電Ｂ,12500,5,0,3,1,台中市,台中市西區大明街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09de0528107809f,0
西區近勤美電梯套房獨洗曬,12000,5,0,6,1,台中市,台中市西區民權路,其他,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=06cefb290606525,0
教育大學電梯套房,8500,13.08,28,21,1,台中市,台中市中區民權路,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0097ab290932835,0
世界之心◆小豪宅兩房平車,29000,25,0,10,2,台中市,台中市北屯區文心路三段,電梯大廈,2房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ad35f282048952,0
佳潔愉快-北區陽台獨洗套房,7800,10,0,4,1,台中市,台中市北區北興街,公寓,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0b06b6243916658,0
整棟商旅３０間套房,270000,343.96,0,7,30,台中市,台中市北區成功路,其他,30房1廳30衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=004456272867924,0
近一中體大美套房２－２,6500,4,0,2,1,台中市,台中市東區自強街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e33f4286256137,0
北屯金鑽◆可租補◆台水台電,16000,10,0,3,1,台中市,台中市北屯區三光巷/北屯金鑽大樓,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=094ac2272850467,0
新民高中 電梯套房 子母車 含第四台 網路 可租補,8500,6,0,3,1,台中市,台中市北區益華街,公寓,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0709e028014015d,0
北屯區高質感電梯兩房☀️禁寵,28000,16.13,3.3,10,2,台中市,台中市北屯區熱河路二段/合勤璞真,電梯大廈,2房1廳1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0fdc4b280992102,0
佳潔愉快-北屯可租補全新電梯套房,13500,8,0,7,1,台中市,台中市北屯區后庄七街,透天厝,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=00abd1243917178,0
三民路三段★正一中商圈★獨洗曬,13000,10,0,8,1,台中市,台中市北區三民路三段,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b6e7825796515e,0
輕奢時尚分租套房,19000,11.5,0,3,1,桃園市,桃園市桃園區慈光街/慈光街114號華廈,華廈,1房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bd2ae280426644,0
金山路絕讚大五房,30000,74.21,0,3,5,台中市,台中市西區金山路,華廈,5房3廳4衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ded40280056779,0
近中國醫漂亮套房,8800,6.3,0,4,1,台中市,台中市北區梅川東路三段,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09c63328182855b,0
第二市場台水台電陽台木地板獨立套房,8866,12.54,30,6,1,台中市,台中市中區臺灣大道一段/大都會大廈,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=07848d291799871,0
可租補秒殺出租近火車站溫馨兩房,16000,20,27.1,20,2,桃園市,桃園市桃園區三民路三段/富甲天下,電梯大廈,2房2廳1衛 - 1陽台1廚房,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0958db28909655a,0
逢甲 獨洗曬大套房 家具齊全 可租補 附機車位,13000,8,0,10,1,台中市,台中市西屯區至善路/新人類,電梯大廈,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0eee92286210819,0
北屯十期大坪數豪宅,42000,54.96,13.5,2,3,台中市,台中市北屯區景賢二路,華廈,3房2廳3衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=020a88278093288,0
忠孝國小旁套房附新家電Ｂ,12500,5,0,3,1,台中市,台中市西區大明街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09de0528107809f,0
西區近勤美電梯套房獨洗曬,12000,5,0,6,1,台中市,台中市西區民權路,其他,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=06cefb290606525,0
教育大學電梯套房,8500,13.08,28,21,1,台中市,台中市中區民權路,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0097ab290932835,0
世界之心◆小豪宅兩房平車,29000,25,0,10,2,台中市,台中市北屯區文心路三段,電梯大廈,2房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ad35f282048952,0
佳潔愉快-北區陽台獨洗套房,7800,10,0,4,1,台中市,台中市北區北興街,公寓,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0b06b6243916658,0
整棟商旅３０間套房,270000,343.96,0,7,30,台中市,台中市北區成功路,其他,30房1廳30衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=004456272867924,0
近一中體大美套房２－２,6500,4,0,2,1,台中市,台中市東區自強街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e33f4286256137,0
北屯金鑽◆可租補◆台水台電,16000,10,0,3,1,台中市,台中市北屯區三光巷/北屯金鑽大樓,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=094ac2272850467,0
新民高中 電梯套房 子母車 含第四台 網路 可租補,8500,6,0,3,1,台中市,台中市北區益華街,公寓,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0709e028014015d,0
北屯區高質感電梯兩房☀️禁寵,28000,16.13,3.3,10,2,台中市,台中市北屯區熱河路二段/合勤璞真,電梯大廈,2房1廳1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0fdc4b280992102,0
佳潔愉快-北屯可租補全新電梯套房,13500,8,0,7,1,台中市,台中市北屯區后庄七街,透天厝,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=00abd1243917178,0
三民路三段★正一中商圈★獨洗曬,13000,10,0,8,1,台中市,台中市北區三民路三段,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b6e7825796515e,0
輕奢時尚分租套房,19000,11.5,0,3,1,桃園市,桃園市桃園區慈光街/慈光街114號華廈,華廈,1房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bd2ae280426644,0
金山路絕讚大五房,30000,74.21,0,3,5,台中市,台中市西區金山路,華廈,5房3廳4衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ded40280056779,0
近中國醫漂亮套房,8800,6.3,0,4,1,台中市,台中市北區梅川東路三段,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09c63328182855b,0
第二市場台水台電陽台木地板獨立套房,8866,12.54,30,6,1,台中市,台中市中區臺灣大道一段/大都會大廈,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=07848d291799871,0
可租補秒殺出租近火車站溫馨兩房,16000,20,27.1,20,2,桃園市,桃園市桃園區三民路三段/富甲天下,電梯大廈,2房2廳1衛 - 1陽台1廚房,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0958db28909655a,0
逢甲 獨洗曬大套房 家具齊全 可租補 附機車位,13000,8,0,10,1,台中市,台中市西屯區至善路/新人類,電梯大廈,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0eee92286210819,0
北屯十期大坪數豪宅,42000,54.96,13.5,2,3,台中市,台中市北屯區景賢二路,華廈,3房2廳3衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=020a88278093288,0
忠孝國小旁套房附新家電Ｂ,12500,5,0,3,1,台中市,台中市西區大明街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09de0528107809f,0
西區近勤美電梯套房獨洗曬,12000,5,0,6,1,台中市,台中市西區民權路,其他,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=06cefb290606525,0
教育大學電梯套房,8500,13.08,28,21,1,台中市,台中市中區民權路,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0097ab290932835,0
世界之心◆小豪宅兩房平車,29000,25,0,10,2,台中市,台中市北屯區文心路三段,電梯大廈,2房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ad35f282048952,0
佳潔愉快-北區陽台獨洗套房,7800,10,0,4,1,台中市,台中市北區北興街,公寓,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0b06b6243916658,0
整棟商旅３０間套房,270000,343.96,0,7,30,台中市,台中市北區成功路,其他,30房1廳30衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=004456272867924,0
近一中體大美套房２－２,6500,4,0,2,1,台中市,台中市東區自強街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e33f4286256137,0
北屯金鑽◆可租補◆台水台電,16000,10,0,3,1,台中市,台中市北屯區三光巷/北屯金鑽大樓,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=094ac2272850467,0
新民高中 電梯套房 子母車 含第四台 網路 可租補,8500,6,0,3,1,台中市,台中市北區益華街,公寓,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0709e028014015d,0
北屯區高質感電梯兩房☀️禁寵,28000,16.13,3.3,10,2,台中市,台中市北屯區熱河路二段/合勤璞真,電梯大廈,2房1廳1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0fdc4b280992102,0
佳潔愉快-北屯可租補全新電梯套房,13500,8,0,7,1,台中市,台中市北屯區后庄七街,透天厝,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=00abd1243917178,0
三民路三段★正一中商圈★獨洗曬,13000,10,0,8,1,台中市,台中市北區三民路三段,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b6e7825796515e,0
輕奢時尚分租套房,19000,11.5,0,3,1,桃園市,桃園市桃園區慈光街/慈光街114號華廈,華廈,1房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bd2ae280426644,0
金山路絕讚大五房,30000,74.21,0,3,5,台中市,台中市西區金山路,華廈,5房3廳4衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ded40280056779,0
近中國醫漂亮套房,8800,6.3,0,4,1,台中市,台中市北區梅川東路三段,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09c63328182855b,0
第二市場台水台電陽台木地板獨立套房,8866,12.54,30,6,1,台中市,台中市中區臺灣大道一段/大都會大廈,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=07848d291799871,0
可租補秒殺出租近火車站溫馨兩房,16000,20,27.1,20,2,桃園市,桃園市桃園區三民路三段/富甲天下,電梯大廈,2房2廳1衛 - 1陽台1廚房,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0958db28909655a,0
逢甲 獨洗曬大套房 家具齊全 可租補 附機車位,13000,8,0,10,1,台中市,台中市西屯區至善路/新人類,電梯大廈,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0eee92286210819,0
北屯十期大坪數豪宅,42000,54.96,13.5,2,3,台中市,台中市北屯區景賢二路,華廈,3房2廳3衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=020a88278093288,0
忠孝國小旁套房附新家電Ｂ,12500,5,0,3,1,台中市,台中市西區大明街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09de0528107809f,0
西區近勤美電梯套房獨洗曬,12000,5,0,6,1,台中市,台中市西區民權路,其他,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=06cefb290606525,0
教育大學電梯套房,8500,13.08,28,21,1,台中市,台中市中區民權路,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0097ab290932835,0
世界之心◆小豪宅兩房平車,29000,25,0,10,2,台中市,台中市北屯區文心路三段,電梯大廈,2房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ad35f282048952,0
佳潔愉快-北區陽台獨洗套房,7800,10,0,4,1,台中市,台中市北區北興街,公寓,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0b06b6243916658,0
整棟商旅３０間套房,270000,343.96,0,7,30,台中市,台中市北區成功路,其他,30房1廳30衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=004456272867924,0
近一中體大美套房２－２,6500,4,0,2,1,台中市,台中市東區自強街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e33f4286256137,0
北屯金鑽◆可租補◆台水台電,16000,10,0,3,1,台中市,台中市北屯區三光巷/北屯金鑽大樓,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=094ac2272850467,0
新民高中 電梯套房 子母車 含第四台 網路 可租補,8500,6,0,3,1,台中市,台中市北區益華街,公寓,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0709e028014015d,0
北屯區高質感電梯兩房☀️禁寵,28000,16.13,3.3,10,2,台中市,台中市北屯區熱河路二段/合勤璞真,電梯大廈,2房1廳1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0fdc4b280992102,0
佳潔愉快-北屯可租補全新電梯套房,13500,8,0,7,1,台中市,台中市北屯區后庄七街,透天厝,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=00abd1243917178,0
三民路三段★正一中商圈★獨洗曬,13000,10,0,8,1,台中市,台中市北區三民路三段,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b6e7825796515e,0
輕奢時尚分租套房,19000,11.5,0,3,1,桃園市,桃園市桃園區慈光街/慈光街114號華廈,華廈,1房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bd2ae280426644,0
金山路絕讚大五房,30000,74.21,0,3,5,台中市,台中市西區金山路,華廈,5房3廳4衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ded40280056779,0
近中國醫漂亮套房,8800,6.3,0,4,1,台中市,台中市北區梅川東路三段,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09c63328182855b,0
第二市場台水台電陽台木地板獨立套房,8866,12.54,30,6,1,台中市,台中市中區臺灣大道一段/大都會大廈,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=07848d291799871,0
可租補秒殺出租近火車站溫馨兩房,16000,20,27.1,20,2,桃園市,桃園市桃園區三民路三段/富甲天下,電梯大廈,2房2廳1衛 - 1陽台1廚房,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0958db28909655a,0
逢甲 獨洗曬大套房 家具齊全 可租補 附機車位,13000,8,0,10,1,台中市,台中市西屯區至善路/新人類,電梯大廈,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0eee92286210819,0
北屯十期大坪數豪宅,42000,54.96,13.5,2,3,台中市,台中市北屯區景賢二路,華廈,3房2廳3衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=020a88278093288,0
忠孝國小旁套房附新家電Ｂ,12500,5,0,3,1,台中市,台中市西區大明街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09de0528107809f,0
西區近勤美電梯套房獨洗曬,12000,5,0,6,1,台中市,台中市西區民權路,其他,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=06cefb290606525,0
教育大學電梯套房,8500,13.08,28,21,1,台中市,台中市中區民權路,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0097ab290932835,0
世界之心◆小豪宅兩房平車,29000,25,0,10,2,台中市,台中市北屯區文心路三段,電梯大廈,2房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ad35f282048952,0
佳潔愉快-北區陽台獨洗套房,7800,10,0,4,1,台中市,台中市北區北興街,公寓,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0b06b6243916658,0
整棟商旅３０間套房,270000,343.96,0,7,30,台中市,台中市北區成功路,其他,30房1廳30衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=004456272867924,0
近一中體大美套房２－２,6500,4,0,2,1,台中市,台中市東區自強街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e33f4286256137,0
北屯金鑽◆可租補◆台水台電,16000,10,0,3,1,台中市,台中市北屯區三光巷/北屯金鑽大樓,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=094ac2272850467,0
新民高中 電梯套房 子母車 含第四台 網路 可租補,8500,6,0,3,1,台中市,台中市北區益華街,公寓,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0709e028014015d,0
北屯區高質感電梯兩房☀️禁寵,28000,16.13,3.3,10,2,台中市,台中市北屯區熱河路二段/合勤璞真,電梯大廈,2房1廳1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0fdc4b280992102,0
佳潔愉快-北屯可租補全新電梯套房,13500,8,0,7,1,台中市,台中市北屯區后庄七街,透天厝,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=00abd1243917178,0
三民路三段★正一中商圈★獨洗曬,13000,10,0,8,1,台中市,台中市北區三民路三段,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b6e7825796515e,0
